episode,policy,board,total_reward,steps,deaths,remaining_pellets,won,seed
418,random_policy,pac,-620.0,360,4,190,0,418
419,random_policy,pac,-665.0,385,4,192,0,419
420,random_policy,pac,-698.0,378,4,196,0,420
421,random_policy,pac,-708.0,478,4,187,0,421
422,random_policy,pac,-590.0,500,2,213,0,422
423,random_policy,pac,-724.0,444,4,196,0,423
424,random_policy,pac,-140.0,500,0,208,0,424
425,random_policy,pac,-742.0,472,4,191,0,425
426,random_policy,pac,280.0,500,0,190,0,426
427,random_policy,pac,-500.0,500,3,184,0,427
428,random_policy,pac,-60.0,500,1,180,0,428
429,random_policy,pac,-713.0,493,4,190,0,429
430,random_policy,pac,-80.0,500,0,206,0,430
431,random_policy,pac,-510.0,500,3,185,0,431
432,random_policy,pac,-678.0,438,4,192,0,432
433,random_policy,pac,-140.0,500,1,192,0,433
434,random_policy,pac,180.0,500,0,176,0,434
435,random_policy,pac,-716.0,456,4,190,0,435
436,random_policy,pac,90.0,500,0,189,0,436
437,random_policy,pac,-821.0,361,4,210,0,437
438,random_policy,pac,-200.0,500,1,198,0,438
439,random_policy,pac,-130.0,500,1,191,0,439
440,random_policy,pac,50.0,500,0,193,0,440
441,random_policy,pac,-260.0,500,3,164,0,441
442,random_policy,pac,-590.0,500,3,193,0,442
443,random_policy,pac,-30.0,500,0,197,0,443
444,random_policy,pac,-210.0,500,3,159,0,444
445,random_policy,pac,20.0,500,0,196,0,445
446,random_policy,pac,-300.0,500,3,168,0,446
447,random_policy,pac,-692.0,402,4,193,0,447
448,random_policy,pac,-50.0,500,1,183,0,448
449,random_policy,pac,-740.0,300,4,208,0,449
450,random_policy,pac,-532.0,472,4,170,0,450
451,random_policy,pac,-90.0,500,1,183,0,451
452,random_policy,pac,-340.0,500,2,188,0,452
453,random_policy,pac,-100.0,500,0,208,0,453
454,random_policy,pac,150.0,500,0,183,0,454
455,random_policy,pac,-689.0,269,4,206,0,455
456,random_policy,pac,50.0,500,0,193,0,456
457,random_policy,pac,-867.0,437,4,207,0,457
458,random_policy,pac,-320.0,500,2,186,0,458
459,random_policy,pac,40.0,500,1,194,0,459
460,random_policy,pac,-680.0,340,4,198,0,460
461,random_policy,pac,-510.0,500,3,189,0,461
462,random_policy,pac,-453.0,353,4,178,0,462
463,random_policy,pac,150.0,500,0,183,0,463
464,random_policy,pac,-160.0,500,2,194,0,464
465,random_policy,pac,-140.0,500,0,208,0,465
466,random_policy,pac,-393.0,473,4,160,0,466
467,random_policy,pac,-240.0,500,0,218,0,467
468,random_policy,pac,-390.0,500,1,213,0,468
469,random_policy,pac,-730.0,360,4,201,0,469
470,random_policy,pac,-689.0,359,4,197,0,470
471,random_policy,pac,-380.0,500,3,172,0,471
472,random_policy,pac,-692.0,252,4,208,0,472
473,random_policy,pac,-704.0,424,4,196,0,473
474,random_policy,pac,-470.0,500,3,185,0,474
475,random_policy,pac,-500.0,500,3,188,0,475
476,random_policy,pac,150.0,500,0,183,0,476
477,random_policy,pac,50.0,500,0,189,0,477
478,random_policy,pac,-280.0,500,2,182,0,478
479,random_policy,pac,-160.0,500,1,194,0,479
480,random_policy,pac,-100.0,500,1,184,0,480
481,random_policy,pac,10.0,500,0,197,0,481
482,random_policy,pac,-650.0,500,3,199,0,482
483,random_policy,pac,-545.0,285,4,190,0,483
484,random_policy,pac,140.0,500,0,184,0,484
485,random_policy,pac,400.0,500,0,158,0,485
486,random_policy,pac,60.0,500,0,188,0,486
487,random_policy,pac,-761.0,441,4,196,0,487
488,random_policy,pac,-140.0,500,0,208,0,488
489,random_policy,pac,-602.0,372,4,187,0,489
490,random_policy,pac,320.0,500,1,166,0,490
491,random_policy,pac,-835.0,415,4,206,0,491
492,random_policy,pac,-650.0,500,3,199,0,492
493,random_policy,pac,-788.0,488,4,194,0,493
494,random_policy,pac,-340.0,500,3,168,0,494
495,random_policy,pac,-487.0,457,4,191,0,495
496,random_policy,pac,-590.0,500,3,193,0,496
497,random_policy,pac,-270.0,500,2,185,0,497
498,random_policy,pac,-570.0,500,2,211,0,498
499,random_policy,pac,310.0,500,0,187,0,499
500,random_policy,pac,280.0,500,0,170,0,500
501,random_policy,pac,-699.0,369,4,197,0,501
502,random_policy,pac,-653.0,283,4,201,0,502
503,random_policy,pac,-90.0,500,0,203,0,503
504,random_policy,pac,-330.0,500,3,167,0,504
505,random_policy,pac,240.0,500,2,154,0,505
506,random_policy,pac,-388.0,448,4,158,0,506
507,random_policy,pac,50.0,500,1,173,0,507
508,random_policy,pac,-554.0,404,4,179,0,508
509,random_policy,pac,220.0,500,0,176,0,509
510,random_policy,pac,-592.0,332,4,190,0,510
511,random_policy,pac,380.0,500,0,160,0,511
512,random_policy,pac,-805.0,305,4,214,0,512
513,random_policy,pac,-651.0,301,4,203,0,513
514,random_policy,pac,200.0,500,0,174,0,514
515,random_policy,pac,10.0,500,1,173,0,515
516,random_policy,pac,-260.0,500,3,184,0,516
517,random_policy,pac,-780.0,500,3,212,0,517
518,random_policy,pac,-430.0,500,3,181,0,518
519,random_policy,pac,-140.0,500,2,172,0,519
520,random_policy,pac,90.0,500,1,169,0,520
521,random_policy,pac,540.0,500,0,168,0,521
522,random_policy,pac,-696.0,416,4,192,0,522
523,random_policy,pac,-90.0,500,0,203,0,523
524,random_policy,pac,-110.0,500,1,185,0,524
525,random_policy,pac,-430.0,500,2,197,0,525
526,random_policy,pac,-480.0,500,2,202,0,526
527,random_policy,pac,-50.0,500,0,199,0,527
528,random_policy,pac,130.0,500,0,181,0,528
529,random_policy,pac,-120.0,500,0,206,0,529
530,random_policy,pac,-40.0,500,1,182,0,530
531,random_policy,pac,-515.0,435,4,196,0,531
532,random_policy,pac,-902.0,462,4,208,0,532
533,random_policy,pac,-580.0,500,3,192,0,533
534,random_policy,pac,-570.0,500,3,191,0,534
535,random_policy,pac,-687.0,247,4,208,0,535
536,random_policy,pac,200.0,500,0,178,0,536
537,random_policy,pac,-120.0,500,1,190,0,537
538,random_policy,pac,130.0,500,0,181,0,538
539,random_policy,pac,-672.0,362,4,199,0,539
540,random_policy,pac,-90.0,500,0,203,0,540
541,random_policy,pac,-770.0,500,3,211,0,541
542,random_policy,pac,-551.0,381,4,181,0,542
543,random_policy,pac,-60.0,500,0,200,0,543
544,random_policy,pac,90.0,500,0,185,0,544
545,random_policy,pac,-640.0,500,3,198,0,545
546,random_policy,pac,-290.0,500,2,183,0,546
547,random_policy,pac,-643.0,383,4,190,0,547
548,random_policy,pac,-799.0,459,4,198,0,548
549,random_policy,pac,-679.0,489,4,183,0,549
550,random_policy,pac,-70.0,500,0,205,0,550
551,random_policy,pac,-741.0,341,4,208,0,551
552,random_policy,pac,-560.0,500,3,190,0,552
553,random_policy,pac,-650.0,500,3,199,0,553
554,random_policy,pac,-675.0,385,4,193,0,554
555,random_policy,pac,-775.0,415,4,200,0,555
556,random_policy,pac,50.0,500,0,189,0,556
557,random_policy,pac,-658.0,498,4,180,0,557
